1.70129e+09	0.312206	0.0124409	0.170569	-0.167031	-1.16482	-0.760812	-0.20783
1.70129e+09	0.312061	0.0124349	0.17103	-0.166951	-1.15706	-0.755694	-0.205933
1.70129e+09	0.310615	0.0119161	0.178381	-0.159986	-1.03826	-0.670047	-0.173722
1.70129e+09	0.30788	0.0104435	0.190234	-0.140216	-0.811919	-0.503941	-0.111322
1.70129e+09	0.304099	0.00896431	0.20201	-0.114115	-0.546215	-0.312567	-0.0402628
1.70129e+09	0.302574	0.00802527	0.205775	-0.0921339	-0.399918	-0.209886	-0.00336025
1.70129e+09	0.303033	0.00714446	0.203153	-0.0738309	-0.391468	-0.208701	-0.0044411
1.70129e+09	0.304728	0.00808476	0.196238	-0.0829032	-0.493648	-0.286269	-0.0341424
1.70129e+09	0.305399	0.00855372	0.191939	-0.0890834	-0.581927	-0.353597	-0.0592233
1.70129e+09	0.3052	0.00854793	0.19123	-0.0923839	-0.640283	-0.397882	-0.0747697
1.70129e+09	0.304123	0.00851652	0.193345	-0.0954715	-0.669461	-0.423743	-0.0834714
1.70129e+09	0.302133	0.00801309	0.199214	-0.0953053	-0.6351	-0.403529	-0.0751122
1.70129e+09	0.298834	0.00660113	0.208267	-0.0826485	-0.503008	-0.310937	-0.0401144
1.70129e+09	0.295928	0.00522706	0.215158	-0.0642904	-0.35245	-0.200715	0.0012608
1.70129e+09	0.294956	0.00347257	0.215984	-0.0318736	-0.282481	-0.152248	0.0185902
1.70129e+09	0.295716	0.00304663	0.211796	-0.0199905	-0.303829	-0.173334	0.00936711
1.70129e+09	0.296806	0.00305833	0.206346	-0.0138913	-0.378351	-0.234714	-0.0145793
1.70129e+09	0.297394	0.00350248	0.202724	-0.0167642	-0.450595	-0.293236	-0.0367502
1.70129e+09	0.296998	0.00349763	0.202253	-0.0169802	-0.49429	-0.331121	-0.0507083
1.70129e+09	0.295809	0.00348304	0.203711	-0.0231982	-0.511414	-0.351361	-0.0580992
1.70129e+09	0.293999	0.00346082	0.207224	-0.0291511	-0.485774	-0.340279	-0.0540675
1.70129e+09	0.292147	0.0030083	0.211098	-0.0318709	-0.427566	-0.300897	-0.0393291
1.70129e+09	0.290697	0.00213762	0.213326	-0.0230622	-0.367408	-0.257887	-0.0232585
1.70129e+09	0.290501	0.00213612	0.212597	-0.0230164	-0.347783	-0.243832	-0.0182425
1.70129e+09	0.290714	0.00213775	0.211013	-0.0230025	-0.344964	-0.242248	-0.0180035
1.70129e+09	0.290701	0.00213765	0.21024	-0.0229947	-0.345393	-0.24345	-0.0186198
1.70129e+09	0.290473	0.00213591	0.210471	-0.0229845	-0.342495	-0.24198	-0.0180388
1.70129e+09	0.290038	0.00213256	0.211128	-0.0229751	-0.341289	-0.242002	-0.0178585
1.70129e+09	0.289603	0.00212923	0.211976	-0.0229758	-0.344314	-0.244902	-0.0186788
1.70129e+09	0.288953	0.00212424	0.213055	-0.0257398	-0.337016	-0.240681	-0.0169591
